chr,TnG_start,TnG_end,strand,peaks
chr3,116982124,116982140,-,[96545]
chr3,117038628,117038642,-,[96553]
chr3,117038673,117038687,-,[96553]
chr3,117117946,117117965,-,[96570]
chr3,117142175,117142200,-,[96577]
chr3,117152711,117152727,-,[96580]
chr3,117183785,117183807,-,[96588]
chr3,117225191,117225213,-,[96590]
chr3,117482015,117482031,-,[96612]
chr3,117494237,117494252,-,[96614]
chr3,117546205,117546224,-,[96619]
chr3,117546328,117546360,-,[96619]
chr3,117577450,117577468,-,[96627]
chr3,117577648,117577670,-,[96627]
chr3,117694949,117694963,-,[96632]
chr3,117695886,117695902,-,[96633]
chr3,117751764,117751778,-,[96635]
chr3,117809180,117809196,-,[96639]
chr3,118063694,118063709,-,[96652]
chr3,118063750,118063764,-,[96652]
chr3,118291164,118291210,-,[96657]
chr3,118421819,118421833,-,[96661]
chr3,118425794,118425810,-,[96662]
chr3,118433892,118433907,-,[96665]
chr3,118563029,118563048,-,[96673]
chr3,118563151,118563167,-,[96673]
chr3,118750559,118750589,-,[96681]
chr3,118814708,118814722,-,[96684]
chr3,119247091,119247113,-,[96699]
chr3,119758336,119758351,-,[96725]
chr3,119782582,119782600,-,[96736]
chr3,119787799,119787821,-,[96740]
chr3,119815156,119815170,-,[96748]
chr3,120470106,120470120,-,[96772]
chr3,120473750,120473764,-,[96773]
chr3,120614080,120614105,-,[96778]
chr3,120662790,120662817,-,[96781]
chr3,120794471,120794490,-,[96785]
chr3,121089765,121089779,-,[96804]
chr3,121161051,121161067,-,[96822]
chr3,121179503,121179517,-,[96833]
chr3,121200973,121200992,-,[96837]
chr3,121212282,121212298,-,[96842]
chr3,121229389,121229403,-,[96849]
chr3,121312660,121312682,-,[96874]
chr3,121324930,121324954,-,[96879]
chr3,121334802,121334831,-,[96885]
chr3,121345339,121345355,-,[96897]
chr3,121349738,121349753,-,[96899]
chr3,121354404,121354418,-,[96901]
chr3,121362241,121362267,-,[96909]
chr3,121371534,121371550,-,[96917]
chr3,121374984,121374998,-,[96919]
chr3,121378885,121378900,-,[96923]
chr3,121380052,121380071,-,[96924]
chr3,121389974,121389988,-,[96928]
chr3,121403565,121403579,-,[96937]
chr3,121442967,121443018,-,[96963]
chr3,121444195,121444214,-,[96966]
chr3,121459532,121459556,-,[96976]
chr3,121459711,121459735,-,[96976]
chr3,121462943,121462957,-,[96979]
chr3,121475576,121475595,-,[96989]
chr3,121493712,121493726,-,[96999]
chr3,121495002,121495021,-,[97002]
chr3,121544868,121544883,-,[97023]
chr3,121548544,121548574,-,[97028]
chr3,121550482,121550502,-,[97030]
chr3,121550516,121550530,-,[97030]
chr3,121563854,121563870,-,[97034]
chr3,121574014,121574030,-,[97038]
chr3,121584963,121584977,-,[97045]
chr3,121585157,121585172,-,[97046]
chr3,121585282,121585296,-,[97046]
chr3,121594842,121594857,-,[97052]
chr3,121600677,121600691,-,[97057]
chr3,121618906,121618924,-,[97066]
chr3,121643633,121643647,-,[97082]
chr3,121682817,121682832,-,[97101]
chr3,121689252,121689271,-,[97107]
chr3,121755058,121755074,-,[97140]
chr3,121762182,121762196,-,[97143]
chr3,121852075,121852089,-,[97171]
chr3,121870591,121870606,-,[97173]
chr3,121885180,121885208,-,[97178]
chr3,121915718,121915732,-,[97196]
chr3,121915904,121915949,-,[97196]
chr3,121916338,121916357,-,[97197]
chr3,121954815,121954829,-,[97211]
chr3,121959863,121959882,-,[97213]
chr3,121981862,121981877,-,[97221]
chr3,121986583,121986598,-,[97227]
chr3,121986668,121986684,-,[97227]
chr3,121998663,121998679,-,[97230]
chr3,121998844,121998869,-,[97230]
chr3,122025190,122025206,-,[97242]
chr3,122049921,122049937,-,[97261]
chr3,122081671,122081686,-,[97271]
chr3,122086532,122086548,-,[97275]
chr3,122098314,122098334,-,[97283]
chr3,122206610,122206629,-,[97321]
chr3,122208859,122208883,-,[97324]
chr3,122210340,122210356,-,[97326]
chr3,122236090,122236116,-,[97330]
chr3,122243443,122243459,-,[97331]
chr3,122286984,122287022,-,[97340]
chr3,122334605,122334619,-,[97350]
chr3,122336768,122336785,-,[97353]
chr3,122409342,122409356,-,[97393]
chr3,122420958,122421009,-,[97404]
chr3,122421816,122421835,-,[97406]
chr3,122438673,122438692,-,[97414]
chr3,122451329,122451343,-,[97419]
chr3,122468269,122468298,-,[97430]
chr3,122513404,122513420,-,[97456]
chr3,122566374,122566388,-,[97477]
chr3,122586739,122586753,-,[97484]
chr3,122630240,122630279,-,[97511]
chr3,122685018,122685037,-,[97521]
chr3,122696868,122696899,-,[97524]
chr3,122700204,122700219,-,[97526]
chr3,122700254,122700268,-,[97526]
chr3,122730780,122730794,-,[97537]
chr3,122737202,122737221,-,[97540]
chr3,122739770,122739788,-,[97541]
chr3,122784391,122784407,-,[97554]
chr3,122859912,122859940,-,[97565]
chr3,122872369,122872383,-,[97566]
chr3,122896455,122896475,-,[97568]
chr3,122904241,122904260,-,[97569]
chr3,122975627,122975650,-,[97594]
chr3,123053225,123053253,-,[97610]
chr3,123053481,123053495,-,[97611]
chr3,123070702,123070717,-,[97619]
chr3,123075179,123075193,-,[97620]
chr3,123092006,123092022,-,[97625]
chr3,123116470,123116484,-,[97637]
chr3,123132279,123132294,-,[97646]
chr3,123139681,123139707,-,[97648]
chr3,123173410,123173434,-,[97664]
chr3,123174463,123174483,-,[97667]
chr3,123174505,123174529,-,[97667]
chr3,123176650,123176664,-,[97669]
chr3,123303252,123303266,-,[97709]
chr3,123314290,123314306,-,[97711]
chr3,123316492,123316506,-,[97712]
chr3,123316571,123316587,-,[97712]
chr3,123332652,123332675,-,[97717]
chr3,123339392,123339410,-,[97725]
chr3,123348601,123348623,-,[97729]
chr3,123349790,123349806,-,[97731]
chr3,123350978,123350994,-,[97733]
chr3,123351097,123351112,-,[97733]
chr3,123427078,123427092,-,[97757]
chr3,123481456,123481470,-,[97781]
chr3,123509399,123509413,-,[97790]
chr3,123515875,123515890,-,[97792]
chr3,123517356,123517370,-,[97794]
chr3,123567627,123567642,-,[97797]
chr3,123602384,123602399,-,[97800]
chr3,123893496,123893510,-,[97813]
chr3,123913678,123913707,-,[97816]
chr3,124146212,124146226,-,[97821]
chr3,124247157,124247172,-,[97824]
chr3,124275215,124275256,-,[97826]
chr3,124346539,124346555,-,[97830]
chr3,124346752,124346766,-,[97830]
chr3,124496155,124496179,-,[97836]
chr3,124558701,124558717,-,[97844]
chr3,124770451,124770466,-,[97850]
chr3,125070748,125070764,-,[97858]
chr3,125182298,125182312,-,[97868]
chr3,125196579,125196598,-,[97871]
chr3,125254574,125254594,-,[97873]
chr3,125278731,125278761,-,[97878]
chr3,125299932,125299958,-,[97883]
chr3,125327277,125327292,-,[97884]
chr3,125338495,125338511,-,[97886]
chr3,125340784,125340799,-,[97888]
chr3,125341711,125341730,-,[97889]
chr3,125342732,125342746,-,[97890]
chr3,125397756,125397778,-,[97892]
chr3,125568701,125568720,-,[97899]
chr3,125839374,125839388,-,[97909]
chr3,126011346,126011363,-,[97921]
chr3,126011393,126011407,-,[97921]
chr3,126380079,126380103,-,[97936]
chr3,126542207,126542222,-,[97954]
chr3,126548575,126548611,-,[97955]
chr3,126576042,126576058,-,[97962]
chr3,126588769,126588793,-,[97966]
chr3,126599561,126599576,-,[97976]
chr3,126610854,126610876,-,[97982]
chr3,126653041,126653056,-,[98013]
chr3,126673158,126673172,-,[98031]
chr3,126688590,126688604,-,[98036]
chr3,126693276,126693295,-,[98041]
chr3,126744922,126744941,-,[98057]
chr3,126825205,126825225,-,[98091]
chr3,126836149,126836170,-,[98097]
chr3,126860722,126860736,-,[98102]
chr3,126882783,126882805,-,[98107]
chr3,126929270,126929289,-,[98120]
chr3,126978848,126978864,-,[98138]
chr3,127015285,127015299,-,[98156]
chr3,127049195,127049209,-,[98170]
chr3,127064307,127064321,-,[98174]
chr3,127074122,127074137,-,[98177]
chr3,127131893,127131908,-,[98185]
chr3,127184149,127184171,-,[98194]
chr3,127199939,127199955,-,[98199]
chr3,127199976,127199991,-,[98199]
chr3,127213983,127213997,-,[98202]
chr3,127226195,127226209,-,[98203]
chr3,127282690,127282704,-,[98214]
chr3,127293788,127293802,-,[98219]
chr3,127296533,127296572,-,[98220]
chr3,127316541,127316561,-,[98225]
chr3,127323055,127323070,-,[98232]
chr3,127323169,127323188,-,[98232]
chr3,127480705,127480721,-,[98260]
chr3,127558317,127558348,-,[98278]
chr3,127560729,127560748,-,[98279]
chr3,127565411,127565427,-,[98280]
chr3,127592064,127592110,-,[98284]
chr3,127612765,127612786,-,[98288]
chr3,127742425,127742441,-,[98326]
chr3,127759268,127759287,-,[98331]
chr3,127762913,127762928,-,[98334]
chr3,127787292,127787311,-,[98342]
chr3,127787462,127787499,-,[98343]
chr3,127793332,127793366,-,[98352]
chr3,127793752,127793767,-,[98353]
chr3,127796322,127796338,-,[98355]
chr3,127803011,127803035,-,[98359]
chr3,127837912,127837952,-,[98380]
chr3,127863721,127863743,-,[98390]
chr3,127864376,127864390,-,[98391]
chr3,127868277,127868296,-,[98393]
chr3,127886545,127886578,-,[98403]
chr3,127889410,127889429,-,[98406]
chr3,127895237,127895253,-,[98410]
chr3,127895710,127895724,-,[98411]
chr3,127928869,127928884,-,[98426]
chr3,127928899,127928915,-,[98426]
chr3,128131453,128131473,-,[98456]
chr3,128155176,128155195,-,[98460]
chr3,128167885,128167909,-,[98463]
chr3,128274426,128274445,-,[98476]
chr3,128349229,128349256,-,[98481]
chr3,128570435,128570449,-,[98493]
chr3,129199368,129199382,-,[98517]
chr3,129224994,129225021,-,[98533]
chr3,129357859,129357874,-,[98575]
chr3,129362185,129362228,-,[98576]
chr3,129368493,129368507,-,[98581]
chr3,129371002,129371016,-,[98584]
chr3,129383289,129383309,-,[98593]
chr3,129383397,129383416,-,[98593]
chr3,129400412,129400436,-,[98596]
chr3,129422558,129422572,-,[98598]
chr3,129429363,129429378,-,[98602]
chr3,129429770,129429801,-,[98604]
chr3,129547037,129547053,-,[98652]
chr3,129552782,129552797,-,[98657]
chr3,129561913,129561933,-,[98666]
chr3,129611803,129611817,-,[98695]
chr3,129622914,129622929,-,[98705]
chr3,129629443,129629462,-,[98708]
chr3,129636909,129636929,-,[98713]
chr3,129676457,129676473,-,[98733]
chr3,129699057,129699071,-,[98741]
chr3,129725282,129725296,-,[98746]
chr3,129754379,129754413,-,[98755]
chr3,129877428,129877442,-,[98771]
chr3,129879656,129879676,-,[98775]
chr3,129932541,129932561,-,[98802]
chr3,129941098,129941112,-,[98807]
chr3,129963472,129963503,-,[98818]
chr3,129966000,129966014,-,[98820]
chr3,129976704,129976718,-,[98827]
chr3,130013052,130013074,-,[98836]
chr3,130040287,130040301,-,[98843]
chr3,130042835,130042868,-,[98846]
chr3,130042978,130042992,-,[98846]
chr3,130105841,130105855,-,[98874]
chr3,130125900,130125914,-,[98876]
chr3,130185183,130185203,-,[98885]
chr3,130187725,130187744,-,[98886]
chr3,130309329,130309344,-,[98912]
chr3,130311759,130311773,-,[98913]
chr3,130321988,130322004,-,[98915]
chr3,130328978,130329002,-,[98918]
chr3,130348652,130348666,-,[98923]
chr3,130525224,130525243,-,[98952]
chr3,130573405,130573419,-,[98957]
chr3,130573508,130573522,-,[98957]
chr3,130679710,130679726,-,[98969]
chr3,130714814,130714851,-,[98986]
chr3,130749398,130749418,-,[98997]
chr3,130788267,130788297,-,[99007]
chr3,130809846,130809865,-,[99018]
chr3,130817762,130817786,-,[99022]
chr3,130828205,130828219,-,[99031]
chr3,130828247,130828286,-,[99031]
chr3,130828677,130828723,-,[99032]
chr3,130880757,130880773,-,[99048]
chr3,130891434,130891448,-,[99054]
chr3,130891589,130891611,-,[99054]
chr3,130932444,130932464,-,[99069]
chr3,130955728,130955747,-,[99083]
chr3,130964329,130964345,-,[99086]
chr3,131014423,131014442,-,[99101]
chr3,131026674,131026688,-,[99108]
chr3,131056247,131056266,-,[99116]
chr3,131090926,131090942,-,[99129]
chr3,131106818,131106838,-,[99135]
chr3,131134918,131134937,-,[99155]
chr3,131138883,131138899,-,[99160]
chr3,131156257,131156273,-,[99173]
chr3,131191801,131191825,-,[99194]
chr3,131229506,131229522,-,[99215]
chr3,131229678,131229697,-,[99215]
chr3,131317255,131317299,-,[99249]
chr3,131333873,131333904,-,[99257]
chr3,131365299,131365329,-,[99269]
chr3,131521512,131521546,-,[99303]
chr3,131586936,131586952,-,[99329]
chr3,131589336,131589350,-,[99330]
chr3,131589408,131589431,-,[99330]
chr3,131589436,131589452,-,[99330]
chr3,131601546,131601566,-,[99335]
chr3,131610243,131610257,-,[99338]
chr3,131610368,131610392,-,[99338]
chr3,131618919,131618939,-,[99341]
chr3,131642769,131642785,-,[99353]
chr3,131691899,131691914,-,[99363]
chr3,131713101,131713116,-,[99370]
chr3,131713832,131713848,-,[99371]
chr3,131720121,131720135,-,[99374]
chr3,131763474,131763488,-,[99377]
chr3,131792677,131792712,-,[99385]
chr3,131863392,131863413,-,[99395]
chr3,131865130,131865148,-,[99396]
chr3,131869526,131869540,-,[99399]
chr3,131999336,131999357,-,[99423]
chr3,132006454,132006468,-,[99424]
chr3,132031256,132031295,-,[99432]
chr3,132033495,132033511,-,[99433]
chr3,132038063,132038082,-,[99438]
chr3,132063341,132063356,-,[99440]
chr3,132068655,132068675,-,[99444]
chr3,132072784,132072805,-,[99446]
chr3,132077002,132077032,-,[99448]
chr3,132103450,132103470,-,[99459]
chr3,132115832,132115849,-,[99462]
chr3,132125534,132125549,-,[99465]
chr3,132169328,132169357,-,[99472]
chr3,132426559,132426574,-,[99487]
chr3,132536924,132536947,-,[99499]
chr3,132576097,132576121,-,[99504]
chr3,132589356,132589375,-,[99510]
chr3,132644143,132644158,-,[99515]
chr3,132644292,132644312,-,[99515]
chr3,132654076,132654092,-,[99518]
chr3,132701625,132701663,-,[99524]
chr3,132756559,132756589,-,[99535]
chr3,132781451,132781475,-,[99542]
chr3,132802585,132802615,-,[99551]
chr3,132860461,132860484,-,[99576]
chr3,132865316,132865330,-,[99580]
chr3,132980298,132980312,-,[99612]
chr3,133051592,133051612,-,[99621]
chr3,133094978,133094992,-,[99635]
chr3,133103861,133103876,-,[99637]
chr3,133167194,133167209,-,[99643]
chr3,133203305,133203319,-,[99645]
chr3,133211514,133211530,-,[99646]
chr3,133284701,133284720,-,[99655]
chr3,133328775,133328790,-,[99670]
chr3,133329546,133329562,-,[99671]
chr3,133332233,133332247,-,[99673]
chr3,133332514,133332541,-,[99674]
chr3,133332585,133332599,-,[99674]
chr3,133335323,133335338,-,[99677]
chr3,133336676,133336736,-,[99678]
chr3,133347574,133347598,-,[99685]
chr3,133354671,133354685,-,[99687]
chr3,133389542,133389583,-,[99698]
chr3,133392042,133392063,-,[99699]
chr3,133392661,133392679,-,[99700]
chr3,133406283,133406303,-,[99705]
chr3,133407624,133407639,-,[99706]
chr3,133436024,133436046,-,[99710]
chr3,133458126,133458148,-,[99715]
chr3,133459639,133459659,-,[99716]
chr3,133469145,133469159,-,[99722]
chr3,133479023,133479049,-,[99724]
chr3,133525713,133525727,-,[99750]
chr3,133525746,133525760,-,[99750]
chr3,133546973,133546987,-,[99770]
chr3,133548789,133548803,-,[99771]
chr3,133549624,133549663,-,[99773]
chr3,133566007,133566022,-,[99785]
chr3,133583178,133583219,-,[99793]
chr3,133585313,133585327,-,[99796]
chr3,133612031,133612058,-,[99808]
chr3,133626583,133626597,-,[99820]
chr3,133645806,133645830,-,[99824]
chr3,133652294,133652312,-,[99828]
chr3,133696232,133696248,-,[99840]
chr3,133735749,133735764,-,[99848]
chr3,133749310,133749325,-,[99849]
chr3,133819328,133819342,-,[99871]
chr3,133825142,133825167,-,[99872]
chr3,133825184,133825206,-,[99872]
chr3,133825297,133825315,-,[99872]
chr3,133834083,133834102,-,[99874]
chr3,133834745,133834801,-,[99875]
chr3,133874122,133874141,-,[99877]
chr3,134121857,134121872,-,[99889]
chr3,134122515,134122533,-,[99890]
chr3,134331317,134331332,-,[99914]
chr3,134339153,134339178,-,[99915]
chr3,134605673,134605687,-,[99923]
chr3,134648972,134649000,-,[99930]
chr3,134718752,134718771,-,[99933]
chr3,134718912,134718952,-,[99933]
chr3,134824866,134824895,-,[99937]
chr3,135072894,135072913,-,[99943]
chr3,135192156,135192170,-,[99951]
chr3,135198298,135198317,-,[99953]
chr3,135212330,135212354,-,[99960]
chr3,135295664,135295679,-,[99979]
chr3,135307880,135307902,-,[99986]
chr3,135376822,135376836,-,[99995]
chr3,135431151,135431166,-,[100022]
chr3,135457596,135457610,-,[100035]
chr3,135462547,135462569,-,[100038]
chr3,135486695,135486709,-,[100051]
chr3,135513030,135513058,-,[100061]
chr3,135524854,135524879,-,[100069]
chr3,135569397,135569421,-,[100085]
chr3,135573091,135573121,-,[100087]
chr3,135579409,135579423,-,[100091]
chr3,135581212,135581239,-,[100094]
chr3,135603420,135603435,-,[100112]
chr3,135607442,135607456,-,[100117]
chr3,135616761,135616777,-,[100124]
chr3,135616793,135616807,-,[100125]
chr3,135631164,135631180,-,[100134]
chr3,135653011,135653030,-,[100149]
chr3,135673457,135673476,-,[100162]
chr3,135684001,135684028,-,[100171]
chr3,135690388,135690407,-,[100177]
chr3,135702959,135702975,-,[100186]
chr3,135718884,135718900,-,[100192]
chr3,135720059,135720073,-,[100195]
chr3,135851875,135851891,-,[100221]
chr3,135907097,135907111,-,[100235]
chr3,135907140,135907156,-,[100235]
chr3,135916061,135916078,-,[100237]
chr3,135926816,135926848,-,[100241]
chr3,135987079,135987094,-,[100245]
chr3,136046439,136046454,-,[100250]
chr3,136060136,136060159,-,[100257]
chr3,136070506,136070525,-,[100260]
chr3,136070665,136070689,-,[100260]
chr3,136087270,136087286,-,[100270]
chr3,136101317,136101343,-,[100274]
chr3,136101733,136101757,-,[100275]
chr3,136171395,136171414,-,[100289]
chr3,136245792,136245838,-,[100306]
chr3,136245841,136245857,-,[100306]
chr3,136311687,136311714,-,[100331]
chr3,136362831,136362856,-,[100351]
chr3,136368857,136368882,-,[100354]
chr3,136377443,136377462,-,[100356]
chr3,136377530,136377558,-,[100356]
chr3,136381858,136381887,-,[100359]
chr3,136418837,136418855,-,[100363]
chr3,136426718,136426737,-,[100368]
chr3,136433295,136433309,-,[100372]
chr3,136491946,136491962,-,[100390]
chr3,136550893,136550908,-,[100399]
chr3,136564105,136564120,-,[100404]
chr3,136578113,136578127,-,[100409]
chr3,136610550,136610564,-,[100417]
chr3,136630541,136630557,-,[100423]
chr3,136671082,136671108,-,[100437]
chr3,136671789,136671804,-,[100439]
chr3,136677265,136677280,-,[100441]
chr3,136689578,136689593,-,[100452]
chr3,136692230,136692246,-,[100455]
chr3,136698308,136698323,-,[100458]
chr3,136704418,136704459,-,[100463]
chr3,136705937,136705959,-,[100466]
chr3,136710876,136710896,-,[100474]
chr3,136722591,136722620,-,[100480]
chr3,136730982,136730996,-,[100488]
chr3,136742052,136742071,-,[100493]
chr3,136743280,136743302,-,[100496]
chr3,136745708,136745743,-,[100498]
chr3,136765718,136765732,-,[100508]
chr3,136769737,136769756,-,[100511]
chr3,136771531,136771546,-,[100514]
chr3,136779706,136779735,-,[100520]
chr3,136831584,136831608,-,[100543]
chr3,136836876,136836892,-,[100550]
chr3,136866838,136866852,-,[100561]
chr3,136895593,136895607,-,[100567]
chr3,136905559,136905574,-,[100571]
chr3,136942090,136942119,-,[100581]
chr3,137016840,137016869,-,[100591]
chr3,137162001,137162019,-,[100613]
chr3,137191309,137191324,-,[100621]
chr3,137191334,137191356,-,[100621]
chr3,137194043,137194058,-,[100622]
chr3,137201206,137201220,-,[100625]
chr3,137244061,137244081,-,[100630]
chr3,137267810,137267824,-,[100632]
chr3,137288553,137288585,-,[100637]
chr3,137342896,137342916,-,[100654]
chr3,137418771,137418787,-,[100666]
chr3,137560327,137560342,-,[100687]
chr3,137586718,137586737,-,[100692]
chr3,137612273,137612292,-,[100697]
chr3,137680465,137680484,-,[100712]
chr3,137757247,137757265,-,[100731]
chr3,137770678,137770697,-,[100733]
chr3,137785984,137785998,-,[100742]
chr3,137810333,137810348,-,[100752]
chr3,137831199,137831218,-,[100761]
chr3,137846599,137846621,-,[100770]
chr3,137865260,137865276,-,[100781]
chr3,137871314,137871330,-,[100787]
chr3,137879870,137879997,-,[100791]
chr3,137880232,137880251,-,[100792]
chr3,137880460,137880479,-,[100793]
chr3,137880590,137880629,-,[100793]
chr3,137888079,137888103,-,[100794]
chr3,137888501,137888558,-,[100795]
chr3,137897100,137897119,-,[100801]
chr3,137912238,137912265,-,[100806]
chr3,137962066,137962082,-,[100840]
chr3,137975290,137975341,-,[100854]
chr3,138007120,138007134,-,[100874]
chr3,138012865,138012894,-,[100879]
chr3,138025560,138025575,-,[100882]
chr3,138034015,138034029,-,[100888]
chr3,138034047,138034061,-,[100888]
chr3,138165266,138165280,-,[100933]
chr3,138254499,138254515,-,[100955]
chr3,138264850,138264875,-,[100960]
chr3,138418908,138418928,-,[100993]
chr3,138423689,138423708,-,[100997]
chr3,138423888,138423902,-,[100997]
chr3,138424467,138424491,-,[100998]
chr3,138498328,138498346,-,[101029]
chr3,138507861,138507877,-,[101033]
chr3,138512490,138512506,-,[101036]
chr3,138534917,138534937,-,[101053]
chr3,138537526,138537540,-,[101055]
chr3,138537614,138537628,-,[101055]
chr3,138538607,138538631,-,[101056]
