Gene,Gene_chr,Gene_start,Gene_end,Gene_dir,HH_dist,TnG_dist,Joris_aTreg_IAA_over_Joris_aTreg_WT_Log2FC,Joris_aTreg_IAA_over_Joris_aTreg_WT_padj
Gm43776,chr5,27195954,27198868,+,409821,409688,-0.345481726,1.0
Gm43502,chr5,27218184,27220780,+,387909,387776,-0.375456682,1.0
Speer4b,chr5,27495638,27501438,-,107251,107118,-2.244889795,1.0
Gm16058,chr5,27552550,27553875,-,54814,54681,1.0,1.0
Gm43433,chr5,27817489,27817970,+,-208784,-23503,0.189601875,1.0
Gm20239,chr5,27820969,27821951,+,-212264,-26983,0.117469675,1.0
Htr5a,chr5,27842148,27855088,+,-233443,-48162,-0.147875714,1.0
Gm5551,chr5,27860448,27861138,+,-251743,-66462,1.0,1.0
AC156021.1,chr5,27971316,27977050,+,-362611,-177330,2.458653965,1.0
Gm4865,chr5,27999997,28001306,-,-391292,-206011,0.803946546,1.0
Gm26608,chr5,28019464,28071105,-,-410759,198950,0.572883293,1.0
Gm43611,chr5,28032054,28036406,-,-423349,233649,-1.2250252,1.0
En2,chr5,28165693,28172166,+,475407,97889,1.589986677,1.0
Gm43610,chr5,28168475,28168840,-,478733,101215,0.766674486,1.0
Cnpy1,chr5,28200818,28245806,-,401767,24249,1.898861529,1.0
Shh,chr5,28456814,28467256,-,180317,-53651,1.360523119,1.0
9530036O11Rik,chr5,28458273,28933995,+,0,0,-0.383961482,1.0
Gm43161,chr5,28577272,28578960,+,68613,68482,1.0,1.0
Gm23801,chr5,29336779,29336846,-,-689190,231973,0.290527616,1.0
4632411P08Rik,chr5,29378698,29390488,+,-731109,178331,0.389637246,1.0
Mnx1,chr5,29473033,29478470,-,-825444,90349,-1.037535596,1.0
Gm24538,chr5,29481524,29481631,-,-833935,87188,1.003067384,1.0
Gm6083,chr5,29538152,29538509,+,-890563,30310,0.117469675,1.0
Gm42570,chr5,29691421,29691713,+,-1043832,44282,1.105633917,1.0
Gm26346,chr5,29709633,29709962,+,-1062044,26033,1.0,1.0
Gm43117,chr5,29719327,29719706,-,-1071738,16289,0.478138181,1.0
Gm5129,chr5,29735333,29735936,-,-1087744,59,0.015482257,1.0
Gm1969,chr5,29832087,29833307,-,-1184498,-85768,-0.17106663,1.0
Gm42450,chr5,29886727,29891964,-,-1239138,-140408,-0.009767111,1.0
Gm43386,chr5,29946717,29950718,-,-1299128,-200398,1.036218604,1.0
A230098N10Rik,chr5,29996140,30008798,-,-1348551,146557,1.158341852,1.0
Gm4961,chr5,30092939,30097686,+,1419133,57669,-1.307831571,1.0
3110082J24Rik,chr5,30103583,30106086,-,1410733,49269,0.766674486,1.0
Garem2,chr5,30105160,30118378,+,1398441,36977,-1.385674827,1.0
Mir1960,chr5,30170738,30170816,+,1346003,-14714,0.17961412,1.0
Otof,chr5,30367061,30461932,-,1054887,-126100,0.274008575,1.0
Fam166c,chr5,30466046,30484088,+,1032731,163678,-0.17106663,1.0
Cib4,chr5,30485582,30545836,-,970983,101930,-0.335620861,1.0
Gm25666,chr5,30514577,30514684,-,1002135,133082,-0.17106663,1.0
Gm42765,chr5,30529456,30543830,+,972989,103936,0.117469675,1.0
Gm9899,chr5,30573986,30588619,-,928200,59147,-1.118551324,1.0
Kcnk3,chr5,30588169,30625271,+,891548,22495,0.588915476,1.0
Dpysl5,chr5,30711563,30799375,+,717444,-63754,-0.224927663,1.0
Gm42764,chr5,30759031,30760477,+,756342,-111222,-0.669399441,1.0
Gm19409,chr5,30815619,30818477,+,698342,68926,-0.469807696,1.0
Gm15461,chr5,30817976,30822612,-,694207,64791,0.492299765,1.0
Tcf23,chr5,30968661,30977018,+,539801,-6860,-2.496927735,1.0
Slc30a3,chr5,31086105,31108237,-,408582,0,1.0482182,1.0
Gm9924,chr5,31094983,31097294,+,419525,-873,-0.916682308,1.0
Dnajc5g,chr5,31106284,31112526,+,404293,0,0.478138181,1.0
Trim54,chr5,31116711,31137630,+,379189,-5643,0.478138181,1.0
Gm15469,chr5,31135752,31137344,-,379475,-24684,0.766674486,1.0
Ucn,chr5,31138062,31138829,-,377990,-26994,1.0,1.0
Fndc4,chr5,31292241,31296080,-,220739,-181173,0.158203273,1.0
Gm19457,chr5,31356347,31356795,-,160024,159743,1.0,1.0
Gm43659,chr5,31450823,31451451,+,65368,65087,1.0,1.0
4930478M09Rik,chr5,31451218,31452331,-,64488,64207,-0.459602936,1.0
2900076G11Rik,chr5,31581078,31581709,+,-64243,32698,1.330922092,1.0
Mir3473e,chr5,31667230,31667340,-,117956,31538,1.285308352,1.0
Gm24436,chr5,31870045,31870347,+,-84733,48306,1.729844489,1.0
Gm26335,chr5,32175098,32175205,+,-189647,-39821,0.117469675,1.0
Gm9555,chr5,32185496,32186079,+,-200045,-50219,-1.536432122,1.0
Plb1,chr5,32232707,32366520,+,111109,92619,-0.097450357,1.0
Gm15615,chr5,32311921,32312119,-,165510,147020,1.0,1.0
Gm36840,chr5,32320763,32354883,-,122746,104256,-0.17106663,1.0
Gm7596,chr5,32390046,32397908,-,79721,61231,0.117469675,1.0
Gm42964,chr5,32547935,32548317,-,-70290,62121,0.766674486,1.0
Gm43812,chr5,32550659,32557462,+,-73014,52976,1.0,1.0
Gm10461,chr5,32607019,32611805,-,-129374,0,-0.372621437,1.0
Gm43694,chr5,32629841,32630960,+,129176,-19388,0.471971174,1.0
Gm50482,chr5,32695748,32713024,+,47112,8238,0.704212495,1.0
Gm43852,chr5,32713071,32713988,-,46148,7274,-0.219652646,1.0
Gm24003,chr5,32913630,32913730,+,-153478,125539,0.39894361,1.0
Gm43849,chr5,33049984,33050199,+,-289832,-10695,1.0,1.0
Slc5a1,chr5,33104218,33162870,+,229817,-64929,0.819648386,1.0
Gm15936,chr5,33126801,33127261,+,265426,-87512,0.189601875,1.0
5033423K11Rik,chr5,33140948,33142422,-,250265,-101659,-0.755102921,1.0
Gm20465,chr5,33293613,33311150,-,81537,31048,-0.459602936,1.0
Nkx1-1,chr5,33430733,33433976,-,-38030,-38134,0.766674486,1.0
Gm43851,chr5,33436624,33437464,-,-43921,-44025,1.0,1.0
Gm42965,chr5,33682724,33682974,-,-290021,-1014,1.016150245,1.0
G630022F23Rik,chr5,33720042,33723669,-,-327339,-38332,0.117469675,1.0
Fgfr3,chr5,33721673,33737068,+,-328970,-39963,-0.197323391,1.0
Gm42849,chr5,33947025,33948832,+,-554322,-115912,-0.584804974,1.0
Gm42851,chr5,33947579,33948990,-,-554876,-116466,-1.369366325,1.0
Gm1673,chr5,33983432,33985013,+,-590729,-152319,0.86980574,1.0
Gm42847,chr5,33990509,33993062,-,-597806,-159396,-0.813053729,1.0
Nat8l,chr5,33995983,34005916,+,-603280,163109,-0.033698798,1.0
Gm25918,chr5,34162323,34162426,+,-769620,6599,0.117469675,1.0
Gm42848,chr5,34221161,34225984,+,-828458,-10547,0.786421997,1.0
Cfap99,chr5,34288599,34327327,+,-895896,8808,0.696312492,1.0
Gm43458,chr5,34309211,34327530,-,-916508,8605,-0.04384763,1.0
Gm22847,chr5,34530648,34530753,+,-1137945,-4973,-1.579378569,1.0
Mir467g,chr5,34732852,34732972,-,-1340149,-9048,0.117469675,1.0
Mir3097,chr5,35021048,35021115,+,-1628345,84498,1.986924328,1.0
Dok7,chr5,35056765,35087839,+,-1664062,17774,-0.720808298,1.0
4930478P22Rik,chr5,35361540,35367677,+,1492824,-194869,0.766674486,1.0
E130018O15Rik,chr5,35379151,35388476,-,1472025,186785,-0.948135473,1.0
Hmx1,chr5,35389107,35399730,+,1460771,175531,0.766674486,1.0
Gm43377,chr5,35396097,35396552,+,1463949,178709,1.158341852,1.0
Cpz,chr5,35502217,35525698,-,1334803,49563,-1.395230379,1.0
Htra3,chr5,35652022,35679782,-,1180719,-76747,-0.66267861,1.0
H2af-ps,chr5,35917896,35918191,+,942310,-11300,0.794751966,1.0
Mir7689,chr5,36301569,36301628,+,558873,237051,0.766674486,1.0
2210406O10Rik,chr5,36447610,36464853,-,395648,73826,-2.15824633,1.0
Gm24878,chr5,36666408,36666512,-,193989,-112403,0.460593872,1.0
Gm43701,chr5,36748617,36750437,+,110064,46523,-1.378021977,1.0
Gm40318,chr5,36762616,36766695,-,93806,30265,1.0,1.0
Ppp2r2cos,chr5,36873594,36876879,-,-12987,-13017,-0.17106663,1.0
Gm42506,chr5,36910113,36910263,+,-49506,-49536,1.0,1.0
Gm26647,chr5,37038163,37041646,-,25235,9898,1.048627952,1.0
Gm42935,chr5,37297629,37297780,-,-230732,-230207,1.0,1.0
Evc2,chr5,37338498,37425055,+,-271601,182708,-0.209692198,1.0
Gm15732,chr5,37404383,37404863,-,-337486,202900,-0.17106663,1.0
Stk32b,chr5,37446824,37717171,-,-379927,0,-0.617397445,1.0
Cytl1,chr5,37735518,37739820,+,-668621,-127735,-0.098934431,1.0
Gm43763,chr5,37807305,37808078,+,-740408,-199522,-0.459602936,1.0
Msx1,chr5,37820484,37824583,-,-753587,-212701,0.18959987,1.0
Gm20052,chr5,37893771,37897917,+,700884,-285988,-0.09893767,1.0
Gm40289,chr5,37983692,37986070,+,612731,274570,-1.013442502,1.0
Gm43762,chr5,38027714,38028009,-,570792,232631,1.0,1.0
Otop1,chr5,38275971,38304217,+,294584,3340,1.175945878,1.0
Gm26560,chr5,38317332,38320897,-,277904,-9695,-0.717955968,1.0
Drd5,chr5,38319366,38322518,+,276283,-11729,0.117469675,1.0
4930421P07Rik,chr5,38575030,38575429,+,23372,-12995,1.0,1.0
Gm22779,chr5,38699705,38699812,-,-100888,-42757,0.766674486,1.0
Gm42857,chr5,39002692,39003031,-,45372,45384,1.0,1.0
Gm40293,chr5,39253949,39307084,-,-205530,-205350,1.0,1.0
Gm40292,chr5,39307119,39313295,+,-258700,-258520,1.914944968,1.0
Gm43456,chr5,39337359,39337816,-,-288940,-288760,-0.459602936,1.0
Gm25505,chr5,39346690,39346936,+,-298271,-298091,1.0,1.0
Gm5291,chr5,39401346,39402245,-,-352927,-352747,1.0,1.0
4930421C12Rik,chr5,39442000,39443574,-,-393581,-393401,-0.098934907,1.0
Gm42524,chr5,39458096,39477679,+,-409677,-409497,0.117469675,1.0
4930513D17Rik,chr5,39461748,39603574,-,-413329,-413149,0.58064424,1.0
Gm25377,chr5,39520975,39521104,-,-472556,-472376,1.0,1.0
Gm35191,chr5,39975670,39985628,-,32020,32029,0.478138181,1.0
Gm23022,chr5,40405749,40405929,-,-388085,-324098,-0.459602936,1.0
4930519E07Rik,chr5,41281235,41282900,+,-273030,-273182,-1.21416013,1.0
Gm43806,chr5,41421575,41422044,-,-413370,346392,0.478138181,1.0
Nkx3-2,chr5,41761482,41764501,-,697658,3935,1.410983128,1.0
Gm5298,chr5,41853309,41854201,-,607958,-9489,-1.226426787,1.0
Mir6414,chr5,41891341,41891423,+,570736,-26830,1.0,1.0
Gm20156,chr5,41934396,41935672,-,526487,-69885,-0.459606587,1.0
Gm5554,chr5,42963403,42964609,-,-501228,268079,-0.615193665,1.0
Gm43700,chr5,43026547,43038236,-,-564372,194452,1.158341852,1.0
Gm42711,chr5,43039736,43044061,-,-577561,188627,1.105633917,1.0
Gm42553,chr5,43059254,43060883,+,-597079,171805,-1.240619325,1.0
Gm42552,chr5,43143830,43148327,-,-681655,84361,1.162898161,1.0
Gm42551,chr5,43248184,43249757,+,-786009,-15468,0.572870878,0.663059821
Gm43020,chr5,43353046,43355259,-,716412,-120330,-0.721750914,1.0
Gm43699,chr5,43376446,43379637,+,692034,115446,-0.17106663,1.0
Gm43021,chr5,43470691,43474853,+,596818,20230,1.0,1.0
C1qtnf7,chr5,43515537,43618803,+,452868,-20386,-1.072904529,1.0
Gm43022,chr5,43528625,43532893,+,538778,-33474,0.388184808,1.0
Gm15866,chr5,43549927,43601731,-,469940,-54776,-0.17106663,1.0
Gm43023,chr5,43575820,43577926,+,493745,-80669,-0.17106663,1.0
Gm43182,chr5,43782242,43784770,+,286901,-10362,-0.041613025,1.0
Gm43181,chr5,43784045,43786117,-,285554,-12165,-0.338482713,1.0
Gm42555,chr5,43807704,43808743,-,262928,-35824,0.266181218,1.0
Gm7882,chr5,43916752,43918514,+,153157,-22467,1.589986677,1.0
Gm43183,chr5,43948115,43948662,+,123009,38,1.0,1.0
Gm43184,chr5,43948119,43948661,-,123010,39,1.0,1.0
Fgfbp1,chr5,43978857,43981779,-,89892,-30145,0.34819231,1.0
Gm42716,chr5,44068197,44090854,-,0,-119485,0.189601875,1.0
Gm16401,chr5,44100441,44102515,+,-28754,-151729,0.766674486,1.0
Gm42966,chr5,44105848,44107539,+,-34161,-157136,0.117469675,1.0
Gm42429,chr5,44134392,44134950,+,-62705,-185680,0.709836952,1.0
Gm42428,chr5,44136619,44136921,+,-64932,-187907,-1.01431495,1.0
Gm42698,chr5,44354860,44356754,-,-283173,-406148,1.003932436,1.0
Gm43114,chr5,44355704,44356047,+,-284017,-406992,0.117469675,1.0
Gm36017,chr5,44412792,44427592,-,-341105,434655,-0.459602936,1.0
Ldb2,chr5,44472131,44799680,-,62416,62567,-0.462927659,1.0
Gm42981,chr5,44492169,44495421,-,366675,366826,1.53824243,1.0
8030487O14Rik,chr5,44513657,44514560,-,347536,347687,0.117469675,1.0
Gm43506,chr5,44516960,44517713,-,344383,344534,0.766674486,1.0
Gm43505,chr5,44585062,44585201,+,276895,277046,-0.459602936,1.0
Gm43508,chr5,44623918,44627701,-,234395,234546,-0.098936988,1.0
Gm43507,chr5,44641483,44662153,+,199943,200094,0.493171428,1.0
Gm43504,chr5,44664693,44666731,-,195365,195516,-0.459602936,1.0
Gm43503,chr5,44680193,44683601,-,178495,178646,0.585974427,1.0
Gm3364,chr5,44700875,44706890,-,155206,155357,1.650730647,1.0
E030026E10Rik,chr5,44736336,44738553,-,123543,123694,-1.218804902,1.0
Gm43509,chr5,44751163,44753757,-,108339,108490,0.189601875,1.0
Gm42750,chr5,44865148,44877138,+,-3036,-2874,0.117469675,1.0
Gm10205,chr5,44983860,44984242,-,-121748,-121586,1.0,1.0
D5Ertd615e,chr5,45009170,45424402,-,-147058,-146896,-1.000885606,1.0
Gm43303,chr5,45192668,45251929,-,-330556,-330394,0.987684905,1.0
Gm42519,chr5,45243651,45247307,-,368523,368466,0.511019567,1.0
Clrn2,chr5,45453750,45464149,+,151681,151624,-0.17106663,1.0
Gm42521,chr5,45531071,45533111,+,82719,82662,0.691133598,1.0
Gm42520,chr5,45556679,45558181,+,57649,57592,0.766674486,1.0
9630001P10Rik,chr5,45638698,45645469,+,-22852,-22890,0.012970381,1.0
Gm43367,chr5,45656947,45657572,-,-41101,-41139,1.0,1.0
Gm43366,chr5,45660066,45662721,+,-44220,-44258,0.205147408,1.0
4930449I04Rik,chr5,45857641,45858764,+,-127483,-127290,-0.17106663,1.0
4930405L22Rik,chr5,45926817,45932409,-,-196659,-196466,0.117469675,1.0
Gm43093,chr5,46502128,46503341,+,-771970,-771777,-0.17106663,1.0
Gm43092,chr5,46794679,46796533,+,-1064521,-1064328,0.587587144,1.0
Gm43601,chr5,47153650,47154595,+,-1423492,1217574,0.031187505,1.0
Gm17824,chr5,47634501,47635306,+,-1904343,736863,1.0,1.0
Gm3010,chr5,47699844,47700292,+,1929809,671877,1.504139361,1.0
Gm43427,chr5,47975004,47975335,+,1654766,396834,1.0,1.0
4930518C09Rik,chr5,48003064,48005707,-,1624394,366462,-0.730116004,1.0
Gm20475,chr5,48005783,48007923,+,1622178,364246,-0.17106663,1.0
Gm43426,chr5,48058050,48060647,+,1569454,311522,1.211315166,1.0
Gm42536,chr5,48127083,48128696,+,1501405,243473,1.0,1.0
Gm42537,chr5,48211671,48214245,+,1415856,157924,-1.082310442,1.0
Mir218-1,chr5,48223941,48224051,+,1406050,148118,-1.543927474,1.0
Gm42534,chr5,48279666,48281420,+,1348681,90749,1.0,1.0
Gm42535,chr5,48324611,48326010,+,1304091,46159,0.766674486,1.0
Gm43831,chr5,48535343,48537941,-,1092160,-163162,1.0,1.0
Gm20700,chr5,48590888,48599994,+,1030107,-218707,1.298612529,1.0
Gm43648,chr5,48624668,48627153,-,1002948,-252487,0.117469675,1.0
Gm19031,chr5,48665904,48667269,+,962832,-293723,-0.17106663,1.0
Gm43829,chr5,48712089,48715891,-,914210,331452,-0.17106663,1.0
Gm43830,chr5,48790899,48791966,-,838135,255377,0.868725614,1.0
Gm43319,chr5,48799009,48801279,-,828822,246064,0.117469675,1.0
Gm42919,chr5,48802727,48804011,-,826090,243332,1.0,1.0
Gm43321,chr5,48819475,48821884,-,808217,225459,-1.468157917,1.0
Gm43320,chr5,48843419,48846335,-,783766,201008,1.0,1.0
Gm10025,chr5,48924115,48924491,+,705610,122852,0.766674486,1.0
Gm10048,chr5,48924953,48928740,-,701361,118603,-0.459602936,1.0
Gm43318,chr5,48948020,48949969,-,680132,97374,0.766674486,1.0
Gm43341,chr5,48978277,48979585,-,650516,67758,1.0,1.0
C030015E24Rik,chr5,48997711,48998539,-,631562,48804,0.766674486,1.0
Gm43317,chr5,49005411,49007955,-,622146,39388,0.117469675,1.0
Gm43316,chr5,49017512,49018807,-,611294,28536,1.0,1.0
Gm42766,chr5,49021006,49022338,-,607763,25005,1.0,1.0
Gm43046,chr5,49069009,49071460,-,558641,-21468,1.0,1.0
Gm43047,chr5,49070002,49073462,+,556639,-22461,1.0,1.0
Gm42767,chr5,49074275,49074907,-,555194,-26734,1.0,1.0
Gm42768,chr5,49083873,49086770,-,543331,-36332,-0.17106663,1.0
Gm42769,chr5,49115758,49117417,-,512684,-68217,1.0,1.0
Gm42770,chr5,49124586,49128741,-,501360,-77045,0.766674486,1.0
Gm43048,chr5,49217300,49217688,-,412413,-169759,1.0,1.0
Gm42771,chr5,49219675,49222161,-,407940,-172134,1.2840181,1.0
Gm42772,chr5,49408791,49411832,-,218269,218260,1.0,1.0
Gm19932,chr5,49423841,49424154,+,205947,205938,1.0,1.0
Gm43670,chr5,49425016,49426783,+,203318,203309,0.766674486,1.0
2900064K03Rik,chr5,49515824,49518937,-,111164,111155,1.158341852,1.0
Gm7988,chr5,49900005,49902302,-,169572,169575,1.149337553,1.0
Gm42461,chr5,49943408,49944558,-,127316,127319,0.117469675,1.0
Gm42460,chr5,50059095,50061662,+,10212,10215,0.766674486,1.0
4930448I18Rik,chr5,50151332,50156095,+,50098,50101,0.766674486,1.0
Mir8117,chr5,50252761,50252868,+,-46551,-46410,1.0,1.0
Gm22618,chr5,50290379,50290486,-,-84169,-84028,0.959089826,1.0
Gm36814,chr5,50448661,50544491,-,-242451,-242310,-0.908112477,1.0
Gm42459,chr5,50517472,50518214,+,-311262,-311121,1.0,1.0
Gm43016,chr5,50543641,50689221,+,-337431,-337290,0.86980574,1.0
Gm4962,chr5,50679715,50682692,+,386774,-473364,2.65565466,1.0
Gm43014,chr5,50838316,50840759,+,228707,357441,1.0,1.0
Gm43015,chr5,50921341,50921906,+,147560,276294,1.0,1.0
Gm40319,chr5,51052380,51052861,+,16605,145339,1.0,1.0
Gm44377,chr5,51223587,51223674,-,-25469,-25370,1.0,1.0
Ppargc1a,chr5,51454249,51567726,-,-256131,-256032,-0.572631686,1.0
Gm42614,chr5,51482751,51484305,-,-284633,-284534,0.117469675,1.0
Gm42615,chr5,51491096,51492916,-,-292978,-292879,1.0,1.0
Gm42613,chr5,51499527,51501458,+,-301409,-301310,1.0,1.0
Gm43605,chr5,51510867,51514293,-,-312749,-312650,-0.17106663,1.0
Gm43606,chr5,51855219,51858775,-,90745,90597,0.478138181,1.0
Gm42616,chr5,51875418,51879602,-,69918,69770,0.478138181,1.0
Gm42617,chr5,51891985,51893214,-,56306,56158,1.0,1.0
Gm43175,chr5,51907121,51910931,-,38589,38441,0.478138181,1.0
Gm43174,chr5,52079887,52082332,-,107374,108504,2.069598835,1.0
Mir6417,chr5,52135901,52136017,-,53689,54819,-0.676348688,1.0
Gm43180,chr5,52239335,52242221,+,-49612,-48479,0.988056194,1.0
Gm43179,chr5,52342085,52342360,-,-152362,-151229,1.0,1.0
Gm25601,chr5,52343117,52343222,-,-153394,-152261,1.0,1.0
Sod3,chr5,52363790,52371418,+,-174067,-172934,-0.81235326,1.0
Ccdc149,chr5,52374650,52471521,-,-184927,-183794,1.687519745,1.0
Gm3519,chr5,52441158,52443252,+,-251435,-250302,1.4279889,1.0
Gm43685,chr5,52538830,52540079,+,-349107,242602,0.007644078,1.0
Gm43686,chr5,52542905,52545344,-,-353182,237337,-0.908112477,1.0
8030423F21Rik,chr5,52607549,52619012,-,-417826,163669,-0.423537572,1.0
Gm43664,chr5,52917618,52919209,-,-727895,-134812,-0.17106663,1.0
Gm23532,chr5,52959350,52959462,-,-769627,-176544,1.0,1.0
5033403H07Rik,chr5,52973011,52994436,-,-783288,-190205,1.298792639,1.0
Gm30301,chr5,52982036,52995753,+,-792313,-199230,0.766674486,1.0
Slc34a2,chr5,53038080,53071664,+,-848357,-255274,-1.263165906,1.0
Gm17182,chr5,53047686,53049188,-,-857963,-264880,-0.17106663,1.0
Sel1l3,chr5,53107082,53213927,-,-917359,216451,-0.155630749,1.0
n-R5s171,chr5,53143159,53143238,+,-953436,287140,1.0,1.0
n-R5s172,chr5,53346258,53346372,-,-1156535,84006,1.0,1.0
Gm42745,chr5,53360655,53371774,-,-1170932,58604,1.0,1.0
Gm26486,chr5,53418572,53418682,+,-1228849,11696,-0.459602936,1.0
Gm10441,chr5,53519259,53522731,-,-1329536,66091,1.0,1.0
Gm40304,chr5,53546350,53547322,-,-1356627,41500,-0.459602936,1.0
Cckar,chr5,53697775,53707705,-,1475176,-108868,0.902867253,1.0
Gm43266,chr5,53918443,53920214,+,1262667,99629,0.478138181,1.0
Gm10440,chr5,54349990,54358543,+,824338,-248122,-0.17106663,1.0
Gm18451,chr5,54569904,54578012,+,604869,-468036,0.117469675,1.0
Gm43781,chr5,54807333,54810014,+,372867,372887,1.589986677,1.0
Gm24235,chr5,54827214,54827343,+,355538,355558,1.0,1.0
Gm43779,chr5,54996619,54997448,+,185433,185453,1.0,1.0
Gm25513,chr5,55303419,55303581,-,-120522,-120492,1.0,1.0
Gm43780,chr5,55503528,55507128,+,-320631,-320601,0.581025553,1.0
Gm43396,chr5,55583644,55584350,-,323209,323215,-0.17106663,1.0
Gm43199,chr5,55584493,55584800,+,322759,322765,1.0,1.0
Gm43778,chr5,55652948,55653147,+,254412,254418,-1.143802335,1.0
Gm20223,chr5,55722616,55723421,-,184138,184144,-0.17106663,1.0
Gm43705,chr5,55789170,55792887,-,114672,114678,1.105633917,1.0
Gm43315,chr5,56157337,56157650,+,-249762,-249752,0.117469675,1.0
Gm23896,chr5,56736089,56736219,+,783287,296295,-0.17106663,1.0
Gm24902,chr5,57110823,57110946,+,408560,-78292,0.117469675,1.0
Gm23015,chr5,57128644,57128772,-,390734,-96113,1.0,1.0
Gm3283,chr5,57229265,57230615,+,288891,-196734,-0.098934745,1.0
Gm8115,chr5,57261271,57262007,+,257499,-228740,1.0,1.0
Gm18901,chr5,57355834,57357278,+,162228,162181,0.478138181,1.0
Gm43706,chr5,57451625,57454277,+,65229,65182,0.117469675,1.0
Gm6615,chr5,57460159,57460790,+,58716,58669,1.0,1.0
4932441J04Rik,chr5,57570081,57720201,-,0,0,-0.965395857,1.0
Gm8121,chr5,57608568,57609067,+,-89046,-89089,-0.459602936,1.0
Gm43002,chr5,57617843,57617998,+,88316,88297,1.0,1.0
Gm42634,chr5,57695996,57696377,-,9937,9918,0.478138181,1.0
Gm42635,chr5,57724392,57726963,+,-18062,-17877,-0.17106663,1.0
Gm42481,chr5,57778872,57781050,+,-72542,-72357,0.478138181,1.0
Gm42480,chr5,57793158,57795753,+,-86828,-86643,0.117469675,1.0
Gm42482,chr5,57798502,57800449,+,-92172,-91987,1.0,1.0
Gm17977,chr5,57899733,57900307,+,-193403,-193218,1.0,1.0
Gm43715,chr5,57904638,57907353,+,-198308,-198123,0.714949676,1.0
Gm42479,chr5,57925619,57926975,+,-219289,-219104,1.0,1.0
Gm42478,chr5,57929749,57931216,+,-223419,-223234,0.117469675,1.0
Gm42639,chr5,57945041,57946912,+,-238711,-238526,0.478138181,1.0
Gm42640,chr5,57961593,57962788,+,-255263,-255078,1.0,1.0
Gm42484,chr5,57965413,57967517,+,-259083,-258898,1.0,1.0
Gm42486,chr5,58121438,58124924,+,-415108,-414923,1.0,1.0
Gm42976,chr5,58149622,58149844,-,-443292,-443107,1.0,1.0
Gm43045,chr5,58173433,58175528,-,-467103,-466918,0.117469675,1.0
Gm42999,chr5,58361632,58363511,+,519576,519661,1.0,1.0
Gm22536,chr5,58414227,58414361,+,468726,468811,1.0,1.0
4930459L07Rik,chr5,58443238,58452999,-,430088,430173,0.117469675,1.0
1700029E06Rik,chr5,58453038,58455292,+,427795,427880,1.0,1.0
Gm43394,chr5,59000299,59000993,-,-117196,-31635,1.0,1.0
Gm6632,chr5,59053598,59054552,+,-170495,-84934,0.117469675,1.0
Gm43395,chr5,59079437,59081677,+,-196334,-110773,-1.520471971,1.0
Gm22308,chr5,59214945,59215052,-,-331842,-246281,0.766674486,1.0
Gm43044,chr5,59511964,59512343,+,-628861,-543300,1.0,1.0
Gm43043,chr5,59777911,59778323,+,-894808,-809247,0.117469675,1.0
Gm43041,chr5,59953510,59956140,-,912140,830665,-0.36475663,1.0
4933402J10Rik,chr5,59963118,59986004,-,882276,800801,0.18960011,1.0
Gm42862,chr5,59996940,59999561,-,868719,787244,1.0,1.0
Gm43392,chr5,60024895,60025329,-,842951,761476,-1.733642765,1.0
Gm42861,chr5,60175915,60176549,-,691731,610256,1.0,1.0
Gm23331,chr5,60500832,60500940,-,367340,285865,1.0,1.0
Gm43390,chr5,60578629,60579050,+,289230,207755,1.0,1.0
Gm3372,chr5,60674316,60676108,+,192172,110697,0.867794679,1.0
Gm23708,chr5,60717316,60717439,-,150841,69366,1.0,1.0
1700014F14Rik,chr5,60940937,60945649,-,-72641,-72647,-0.459602936,1.0
Gm43382,chr5,61337895,61338733,-,-469599,-50767,0.766674486,1.0
Gm43383,chr5,61602569,61603038,-,-734273,308918,0.117469675,1.0
Gm43384,chr5,61717029,61717666,-,-848733,194290,1.0,1.0
G6pd2,chr5,61808815,61811163,+,-940519,100793,0.478138181,1.0
Gm42430,chr5,62004219,62004835,+,-1135923,-92025,0.766674486,1.0
Gm22273,chr5,62132352,62132484,-,-1264056,91331,1.0,1.0
Gm43238,chr5,62428718,62429077,+,1533637,-204883,1.0,1.0
